288.00	4.4878	133.56	0.0074875	356.17	389.77	1.4909	0.94859	2.4716	202.15	12.991	17.039	0.024071	vapor
288.95	4.5878	137.64	0.0072655	355.57	388.90	1.4853	0.95390	2.5555	201.46	12.870	17.183	0.024547	vapor
289.88	4.6878	141.81	0.0070515	354.94	387.99	1.4797	0.95927	2.6458	200.76	12.750	17.330	0.025046	vapor
290.79	4.7878	146.10	0.0068448	354.27	387.04	1.4740	0.96469	2.7431	200.06	12.630	17.479	0.025569	vapor
291.70	4.8878	150.49	0.0066450	353.57	386.05	1.4683	0.97018	2.8486	199.35	12.509	17.633	0.026120	vapor
292.58	4.9878	155.00	0.0064516	352.84	385.02	1.4625	0.97575	2.9632	198.64	12.388	17.790	0.026700	vapor
293.46	5.0878	159.64	0.0062641	352.06	383.93	1.4567	0.98140	3.0883	197.93	12.266	17.951	0.027313	vapor
294.32	5.1878	164.42	0.0060821	351.24	382.80	1.4507	0.98715	3.2253	197.21	12.143	18.116	0.027963	vapor
295.17	5.2878	169.34	0.0059051	350.38	381.61	1.4446	0.99299	3.3763	196.48	12.018	18.287	0.028655	vapor
296.00	5.3878	174.43	0.0057328	349.48	380.36	1.4385	0.99896	3.5433	195.75	11.891	18.463	0.029392	vapor
296.83	5.4878	179.70	0.0055648	348.52	379.06	1.4322	1.0051	3.7292	195.02	11.762	18.645	0.030182	vapor
297.64	5.5878	185.16	0.0054007	347.51	377.69	1.4257	1.0113	3.9374	194.28	11.629	18.835	0.031030	vapor
298.44	5.6878	190.84	0.0052401	346.44	376.24	1.4191	1.0177	4.1723	193.53	11.494	19.032	0.031947	vapor
299.23	5.7878	196.75	0.0050826	345.30	374.72	1.4122	1.0242	4.4395	192.78	11.354	19.238	0.032941	vapor
300.00	5.8878	202.93	0.0049278	344.10	373.11	1.4052	1.0310	4.7462	192.02	11.209	19.455	0.034026	vapor
300.77	5.9878	209.41	0.0047753	342.81	371.41	1.3979	1.0380	5.1018	191.26	11.059	19.683	0.035218	vapor
301.53	6.0878	216.24	0.0046246	341.44	369.59	1.3903	1.0452	5.5193	190.48	10.902	19.924	0.036536	vapor
302.27	6.1878	223.45	0.0044752	339.96	367.65	1.3824	1.0527	6.0163	189.70	10.738	20.181	0.038008	vapor
303.01	6.2878	231.13	0.0043266	338.37	365.57	1.3741	1.0606	6.6184	188.91	10.564	20.457	0.039669	vapor
303.73	6.3878	239.35	0.0041781	336.63	363.32	1.3652	1.0688	7.3626	188.11	10.380	20.755	0.041566	vapor
304.45	6.4878	248.22	0.0040287	334.74	360.87	1.3558	1.0774	8.3064	187.30	10.181	21.080	0.043769	vapor
305.15	6.5878	257.90	0.0038774	332.64	358.18	1.3457	1.0865	9.5426	186.48	9.9666	21.440	0.046380	vapor
305.85	6.6878	268.63	0.0037226	330.29	355.18	1.3347	1.0963	11.232	185.63	9.7305	21.845	0.049560	vapor
306.53	6.7878	280.73	0.0035621	327.60	351.78	1.3223	1.1068	13.680	184.77	9.4664	22.311	0.053583	vapor
307.20	6.8878	294.79	0.0033923	324.44	347.81	1.3083	1.1182	17.541	183.88	9.1632	22.865	0.058968	vapor
307.87	6.9878	311.88	0.0032064	320.57	342.97	1.2915	1.1308	24.526	182.95	8.8006	23.559	0.061899	vapor
308.52	7.0878	334.50	0.0029895	315.41	336.60	1.2698	1.1450	40.885	181.99	8.3336	24.518	0.064692	vapor
309.16	7.1878	371.89	0.0026890	306.92	326.25	1.2354	1.1609	119.80	181.08	7.6038	26.218	0.069591	vapor
